"",BatterTeam,RoadTeam,HomeTeam,SP,p_throws,Pitches,AB,PA,Outs,Hits,HR,BB,K,xBA,xwOBA,wOBA,RunExp,RA,FIP,xFIP,K%,BB%,K-BB%,Pitches5,Outs5,Outs10,xBA5,xBA10,xwOBA5,xwOBA10,wOBA5,wOBA10,RA5,RA10,FIP5,FIP10,xFIP5,xFIP10,K%5,K%10,BB%5,BB%10,K-BB%5,K-BB%10,Ball%5,Strike%5,CS%5,CS%10,Whiff%5,Whiff%10,CSW%5,CSW%10,bxBA5,bxBA10,bxwOBA5,bxwOBA10,bwOBA5,bwOBA10,bRS5,bRS10,bFIP5,bFIP10,bxFIP5,bxFIP10,bK%5,bK%10,bBB%5,bBB%10,bK-BB%5,bK-BB%10,bBall%5,bStrike%5,bCS%5,bCS%10,bWhiff%5,bWhiff%10,bCSW%5,bCSW%10
6958,KC,KC,TB,Zach Eflin,R,63,18,17,13,4,2,1,6,0.276778,0.359389,0.411111,0.083101,3,7.060077,1.360946,33.33,5.56,27.77,75.6,14.0,14.800000,0.205215,0.198227,0.229741,0.224918,0.276739,0.277856,2.746154,3.038468,2.588282,3.070116,1.877457,2.183055,31.500,28.161000,6.658,5.105000,24.842,23.056000,35.712,48.172,19.198,20.422000,11.720,11.563000,30.916,31.984000,0.222735,0.214284,0.334236,0.317609,0.395250,0.368010,6.371460,7.287879,7.045498,5.535781,3.911467,3.853810,19.048,20.135,10.658,10.378,8.390,9.757,38.720,43.906,16.426,15.437,11.156,12.506,27.582,27.943
6959,LAA,LAA,COL,Kyle Freeland,L,79,23,20,13,8,2,2,3,0.309391,0.398130,0.484783,-0.015961,3,9.137000,4.942216,13.04,8.70,4.34,77.6,13.6,13.500000,0.307154,0.291528,0.363736,0.328772,0.365096,0.364063,5.656154,6.507742,5.652000,4.356155,4.894095,4.449415,9.294,11.839000,8.156,6.381000,1.138,5.458000,33.692,44.600,14.198,14.278000,7.558,7.747000,21.754,22.024000,0.199567,0.194209,0.294748,0.293918,0.312695,0.306156,4.980220,6.143956,5.498416,5.014717,4.392504,4.136623,17.040,20.963,7.924,9.549,9.116,11.414,36.268,43.502,17.486,16.328,10.584,10.984,28.072,27.311
6960,LAD,HOU,LAD,J.P. France,R,62,18,16,13,4,1,1,3,0.264167,0.369222,0.300000,-0.015381,2,5.444692,4.851647,16.67,5.56,11.11,71.8,15.0,14.666667,0.232425,0.224535,0.277142,0.264090,0.305778,0.312430,4.172092,4.557115,5.090799,5.079983,4.262860,3.740637,16.456,18.883333,8.588,7.115556,7.868,11.767778,42.792,35.228,14.948,17.615556,10.802,10.584444,25.752,28.200000,0.181803,0.220086,0.224717,0.312613,0.199328,0.297417,1.550769,10.332527,1.764436,3.703099,1.708778,4.710523,37.188,27.870,5.780,9.527,31.408,18.343,37.128,47.624,18.648,14.997,11.198,11.951,29.846,26.948
6961,MIA,PIT,MIA,Luis L. Ortiz,R,83,29,24,21,7,0,2,5,0.241207,0.239172,0.320690,-0.023139,1,2.994143,3.552900,17.24,6.90,10.34,68.4,12.0,11.900000,0.205033,0.236481,0.260994,0.317586,0.424911,0.423040,6.003297,13.030220,10.200736,10.143593,5.580429,6.134733,18.698,17.022000,16.946,15.666000,1.752,1.356000,40.224,42.358,17.538,16.596000,10.498,11.100000,28.038,27.696000,0.197788,0.218660,0.283163,0.307408,0.346848,0.358855,4.717582,5.316985,4.370297,4.382484,3.603678,3.395645,22.600,22.753,10.824,10.067,11.776,12.686,38.548,44.176,15.368,15.616,14.880,13.856,30.248,29.471
6962,MIL,MIL,CLE,Shane Bieber,R,72,20,18,13,5,1,2,7,0.289800,0.363350,0.385000,0.090173,4,4.290846,1.892585,35.00,10.00,25.00,73.0,13.8,15.300000,0.257805,0.266389,0.295811,0.298816,0.317792,0.326960,6.791538,5.329162,4.645984,4.428456,3.246674,3.359429,21.924,19.937000,6.870,6.476000,15.054,13.461000,36.978,44.268,18.938,19.519000,12.424,11.602000,31.358,31.120000,0.165168,0.195689,0.253507,0.260897,0.243497,0.318523,0.317647,8.827245,3.664451,2.719147,4.191071,3.116859,18.810,20.857,15.670,10.597,3.140,10.260,38.970,41.942,16.792,18.370,11.178,9.968,27.970,28.338
6963,MIN,MIN,DET,Joey Wentz,L,96,25,21,15,5,2,4,4,0.187520,0.217480,0.444000,0.034833,3,9.137000,4.980014,16.00,16.00,0.00,89.6,13.6,12.300000,0.237422,0.286601,0.279175,0.340569,0.373557,0.410861,6.670909,8.915125,5.059727,7.313130,3.765902,3.716465,22.780,20.070000,10.500,7.852000,12.280,12.218000,38.960,45.110,13.330,15.981000,12.526,10.388000,25.852,26.369000,0.177552,0.195676,0.261573,0.282883,0.223630,0.284054,3.109091,3.874991,3.067253,3.407841,3.272972,3.018319,28.662,28.351,7.434,7.691,21.228,20.660,36.866,46.296,19.762,18.675,12.692,13.763,32.454,32.437
6964,NYM,NYM,PHI,Taijuan Walker,R,72,18,17,14,3,1,1,3,0.236333,0.290889,0.269444,-0.006219,1,5.279857,3.611658,16.67,5.56,11.11,71.4,13.4,12.500000,0.214815,0.205149,0.253497,0.233480,0.267899,0.303158,2.410714,3.081286,4.524138,4.584555,3.886202,4.611442,23.048,20.265000,10.058,11.055000,12.990,9.210000,40.398,42.668,17.598,16.944000,8.828,8.121000,26.428,25.064000,0.209722,0.201213,0.257138,0.273138,0.219491,0.299436,2.403297,7.378119,3.445791,6.678454,3.638262,2.835745,18.150,24.809,4.132,4.168,14.018,20.641,36.940,41.470,12.324,13.801,13.044,12.318,25.370,26.118
6965,NYY,TEX,NYY,Dane Dunning,R,79,23,21,19,5,0,1,1,0.313696,0.303783,0.271739,-0.072578,1,3.768579,3.768579,4.35,4.35,0.00,81.4,15.4,15.300000,0.256944,0.260156,0.290420,0.302209,0.335115,0.285840,4.094230,3.101204,5.225048,3.889899,4.654664,3.762236,12.080,17.724000,9.460,6.864000,2.620,10.860000,34.934,44.810,15.788,17.540000,8.894,9.852000,24.684,27.393000,0.187369,0.194783,0.286442,0.281279,0.321590,0.318172,4.993624,4.533977,4.624884,4.249531,2.637077,3.018153,28.968,24.577,8.604,6.679,20.364,17.898,34.518,48.318,15.990,14.594,14.170,13.735,30.162,28.329
6966,OAK,OAK,TOR,Chris Bassitt,R,58,15,12,10,3,1,2,2,0.142800,0.188000,0.346667,-0.018385,3,7.637000,5.692651,13.33,13.33,0.00,62.6,11.6,13.900000,0.251229,0.231614,0.281973,0.262737,0.371333,0.336196,7.545974,5.409351,5.950442,5.353669,3.953774,3.816362,15.776,18.516000,6.778,7.073000,8.998,11.443000,35.294,42.738,17.000,17.193000,8.464,10.548000,25.464,27.742000,0.239247,0.210408,0.284038,0.261723,0.294289,0.272131,3.290000,2.588750,3.173667,3.138606,3.882884,3.786993,11.268,13.850,4.096,5.128,7.172,8.722,33.740,42.442,15.584,16.838,11.036,11.217,26.618,28.054
6967,PHI,NYM,PHI,Kodai Senga,R,102,25,21,16,5,0,3,6,0.139640,0.140440,0.314000,-0.025452,2,2.574500,3.552326,24.00,12.00,12.00,75.8,13.4,13.000000,0.172671,0.179757,0.207695,0.198938,0.279630,0.312170,4.591484,5.145742,4.443548,3.323607,3.598201,3.240457,28.656,29.297000,10.634,11.915000,18.022,17.382000,39.852,45.656,15.212,15.465000,13.512,12.764000,28.726,28.230000,0.223046,0.242558,0.347770,0.312377,0.431726,0.372760,16.585714,11.397857,11.008429,7.878667,3.621413,3.244005,36.074,25.669,5.952,3.688,30.122,21.981,30.080,54.230,14.594,15.357,24.340,16.964,38.934,32.320
6968,PIT,PIT,MIA,Jesus Luzardo,L,66,16,16,16,1,0,0,6,0.142187,0.141250,0.056250,-0.051344,0,0.887000,1.375913,37.50,0.00,37.50,70.8,13.6,13.100000,0.197929,0.227646,0.233296,0.261941,0.255941,0.322347,5.319081,4.845480,3.215971,3.494767,2.094584,2.515471,30.852,28.333000,3.164,5.180000,27.688,23.153000,32.684,51.102,17.706,16.249000,16.472,14.893000,34.174,31.142000,0.213201,0.186994,0.289234,0.240227,0.250983,0.221377,3.503516,2.085150,4.148697,2.847061,3.536595,2.754638,21.350,26.884,9.092,6.109,12.258,20.775,37.756,42.598,16.340,16.941,12.914,12.367,29.254,29.307
6969,SD,WSH,SD,Patrick Corbin,L,91,24,18,15,7,2,3,3,0.257375,0.313500,0.470833,0.038780,7,9.537000,5.640767,12.50,12.50,0.00,84.4,13.8,14.300000,0.295056,0.281075,0.335730,0.315931,0.447762,0.372670,7.020000,5.102885,7.567000,5.590940,5.113428,4.217007,13.728,15.303000,13.298,8.754000,0.430,6.549000,42.484,37.332,18.046,16.933000,6.598,8.786000,24.648,25.722000,0.215239,0.231583,0.295663,0.314014,0.289778,0.310233,4.895497,5.365930,3.333787,3.638424,3.194740,3.267889,24.612,22.537,7.278,7.897,17.334,14.640,36.254,46.120,17.016,16.211,13.380,12.117,30.398,28.329
6970,SEA,SEA,BAL,Kyle Gibson,R,76,17,13,9,6,1,2,4,0.310471,0.382882,0.464706,0.027536,5,6.803667,4.208690,23.53,11.76,11.77,80.2,13.4,14.300000,0.248222,0.247474,0.288627,0.278138,0.352310,0.316168,7.072500,4.781250,3.647833,3.391940,3.381320,3.653236,22.750,18.869000,7.368,7.112000,15.382,11.757000,40.164,43.010,17.512,15.871000,11.454,10.546000,28.970,26.420000,0.272967,0.235980,0.441614,0.352498,0.364505,0.297121,2.212500,3.946835,6.493548,4.909856,5.039768,4.449873,20.164,18.469,9.616,8.243,10.548,10.226,36.680,46.940,17.744,15.992,10.964,11.564,28.710,27.558
6971,SF,AZ,SF,Zach Davies,R,58,15,12,8,5,0,3,1,0.284400,0.281667,0.486667,0.047361,3,5.762000,5.762000,6.67,20.00,-13.33,69.2,11.4,11.800000,0.253276,0.243763,0.266176,0.285731,0.415779,0.368064,11.042143,7.627005,4.246762,4.643310,4.266133,4.738629,16.596,15.895000,8.530,11.667000,8.066,4.228000,39.326,40.724,18.146,18.136000,10.250,9.052000,28.396,27.188000,0.191796,0.182332,0.255476,0.256793,0.300706,0.295322,2.911818,2.880909,3.457303,3.040207,3.082065,3.105899,23.756,26.435,6.612,7.195,17.144,19.240,32.402,48.564,14.962,14.235,16.294,15.962,31.252,30.197
6972,TB,KC,TB,Zack Greinke,R,82,23,21,14,9,1,1,3,0.234522,0.264087,0.445652,0.045020,5,5.279857,3.891036,13.04,4.35,8.69,66.0,10.8,12.600000,0.270928,0.259284,0.333043,0.307667,0.395808,0.324827,6.142208,4.529255,6.268369,4.984449,3.262970,3.184024,22.438,20.695000,3.208,2.521000,19.230,18.174000,36.474,44.936,14.874,16.503000,8.938,9.296000,23.806,25.796000,0.204293,0.203917,0.260438,0.286796,0.220992,0.279357,3.199558,2.602636,3.260220,3.435753,3.108215,3.728530,27.728,22.145,5.502,10.761,22.226,11.384,32.340,50.414,18.844,16.459,11.218,10.040,30.066,26.502
6973,TEX,TEX,NYY,Clarke Schmidt,R,82,23,20,17,4,0,1,3,0.203087,0.219565,0.263043,-0.065048,1,3.137000,4.057306,13.04,4.35,8.69,76.6,14.8,13.200000,0.209544,0.205093,0.233400,0.224615,0.299513,0.305781,2.765973,3.197522,4.303063,3.244357,3.919517,3.554858,16.202,20.953000,5.156,7.113000,11.046,13.840000,32.682,47.340,19.786,18.716000,8.838,10.586000,28.624,29.302000,0.273679,0.213039,0.328272,0.284640,0.302408,0.265245,2.921691,2.862631,3.085529,3.076146,3.343299,3.234753,18.938,22.434,6.426,8.091,12.512,14.343,37.324,41.300,11.312,15.176,13.888,12.105,25.202,27.284
6974,TOR,OAK,TOR,James Kaprielian,R,95,24,22,17,6,1,1,8,0.237125,0.287542,0.343750,0.027745,4,3.137000,1.993265,33.33,4.17,29.16,81.2,14.2,14.200000,0.195547,0.195617,0.219340,0.228134,0.320819,0.350958,3.520588,5.355206,4.575095,5.422786,4.114810,4.598805,18.340,20.385000,8.698,11.551000,9.642,8.834000,31.708,49.670,16.740,16.123000,13.996,12.716000,30.736,28.838000,0.171819,0.241889,0.237275,0.342909,0.228474,0.395985,3.825000,5.482143,3.322714,2.420069,2.804033,2.377697,30.660,30.276,4.676,5.033,25.984,25.243,33.118,50.054,17.436,14.176,14.992,14.762,32.428,28.936
6975,WSH,WSH,SD,Joe Musgrove,R,82,24,24,19,5,0,0,7,0.234000,0.252583,0.245833,-0.039921,0,0.926474,1.749906,29.17,0.00,29.17,84.0,16.8,14.300000,0.195258,0.210577,0.195272,0.235758,0.259851,0.314765,2.357647,4.229278,2.728228,4.130341,2.893399,3.325543,21.128,21.918000,4.614,5.569000,16.514,16.349000,29.682,50.132,17.244,17.264000,12.608,12.408000,29.854,29.673000,0.219181,0.227335,0.329168,0.339347,0.327255,0.339294,4.747405,5.471703,4.722638,5.276374,4.022776,4.042641,20.292,21.209,10.382,9.028,9.910,12.181,35.970,46.126,11.800,13.119,12.552,13.666,24.354,26.784
6976,ATL,ATL,CIN,Graham Ashcraft,R,81,22,20,10,10,3,0,2,0.378045,0.468773,0.654545,0.057415,6,14.537000,5.574911,9.09,0.00,9.09,68.6,10.4,11.300000,0.311010,0.288605,0.364708,0.317114,0.469973,0.439125,11.838462,12.020968,8.447769,7.002076,4.931826,4.917198,15.468,13.802000,8.556,9.060000,6.912,4.742000,37.330,42.946,16.116,16.051000,11.058,10.824000,27.178,26.878000,0.220203,0.223671,0.345839,0.366842,0.434103,0.410184,7.473913,10.272184,7.416814,9.272134,3.291126,3.501162,25.692,27.306,9.578,6.656,16.114,20.650,35.684,44.908,17.204,15.109,12.236,17.518,29.444,32.627
6978,BAL,SEA,BAL,Bryce Miller,R,91,18,15,11,5,1,3,4,0.272056,0.301833,0.427778,0.001552,2,6.955182,4.832019,22.22,16.67,5.55,76.8,12.8,14.222222,0.268332,0.260218,0.313542,0.302080,0.400680,0.291080,10.609091,6.070410,6.072269,4.372407,4.167810,3.781655,19.214,19.116667,8.844,6.891111,10.370,12.225556,33.754,47.282,12.888,13.731111,9.388,9.007778,22.278,22.738889,0.208481,0.242082,0.359654,0.337627,0.433593,0.469713,29.700000,24.975000,15.084500,9.583250,5.185677,4.811260,38.962,27.814,7.482,6.102,31.480,21.712,29.186,55.754,11.390,11.861,19.946,17.729,31.336,29.592
6979,BOS,BOS,CWS,Lance Lynn,R,70,18,16,10,6,1,1,4,0.273833,0.301833,0.469444,0.044296,3,5.537000,2.028130,22.22,5.56,16.66,88.8,14.2,14.500000,0.210682,0.227281,0.258782,0.265761,0.433187,0.358419,10.144286,7.464430,7.989143,5.528820,4.275804,3.274216,25.262,26.345000,10.510,7.170000,14.752,19.175000,39.748,44.998,9.024,12.263000,14.968,15.109000,23.994,27.373000,0.191635,0.183886,0.316996,0.304787,0.383444,0.315204,6.776305,4.548730,6.135201,4.743472,4.671473,4.197198,20.124,22.989,9.314,10.102,10.810,12.887,37.426,44.534,16.464,17.440,9.512,12.341,25.974,29.779
6980,CHC,CHC,STL,Adam Wainwright,R,68,17,16,8,9,2,1,0,0.464529,0.559706,0.688235,0.051873,5,14.012000,5.728738,0.00,5.88,-5.88,67.000000,11.000000,12.000000,0.326438,0.321412,0.390592,0.376596,0.446178,0.394063,7.142143,7.023214,6.797000,5.277714,3.992568,4.388500,12.490000,11.492000,5.222000,6.204000,7.268000,5.288000,37.776000,40.498000,16.544000,17.851000,8.452000,7.120000,24.996000,24.971000,0.213380,0.204730,0.288635,0.283016,0.187795,0.226240,0.568421,1.467068,2.324368,2.654256,2.878126,2.880060,28.576,26.179,3.834,5.551,24.742,20.628,34.058,45.708,10.120,16.786,20.736,15.863,30.856,32.649
6981,CIN,ATL,CIN,Jared Shuster,L,47,10,8,7,3,0,0,2,0.178400,0.178000,0.270000,-0.047588,0,1.422714,1.981472,20.00,0.00,20.00,59.000000,10.600000,11.777778,0.234637,0.229207,0.259465,0.256498,0.301608,0.302876,3.308021,4.333128,3.292182,3.992573,4.418595,4.636229,11.442000,14.077778,8.800000,10.270000,2.642000,3.807778,36.090000,43.792000,17.708000,16.855556,10.740000,10.915556,28.450000,27.772222,0.199234,0.182877,0.286844,0.251909,0.261981,0.239442,2.029348,1.619077,2.818522,2.649755,2.433574,2.663979,32.722,27.085,8.552,6.208,24.170,20.877,34.350,51.598,17.436,16.506,17.804,15.750,35.242,32.257
6982,CLE,MIL,CLE,Freddy Peralta,R,80,17,13,12,3,0,3,2,0.192059,0.200529,0.323529,0.021713,1,5.137000,6.766709,11.76,17.65,-5.89,77.600000,12.800000,12.500000,0.202284,0.214098,0.259847,0.263893,0.351895,0.398275,5.383636,7.224186,5.853667,6.111154,3.100436,3.735957,29.080000,24.966000,8.282000,10.231000,20.798000,14.735000,38.178000,47.812000,16.666000,15.226000,13.610000,13.583000,30.278000,28.809000,0.150557,0.182274,0.278670,0.292142,0.232643,0.303695,3.150000,7.650000,3.810810,6.098905,4.122486,4.124099,24.526,24.081,10.858,11.136,13.668,12.945,42.186,41.564,16.456,18.073,13.522,13.443,29.976,31.515
6983,COL,LAA,COL,Griffin Canning,R,61,14,13,12,2,0,0,5,0.212214,0.203000,0.178571,-0.017160,0,1.387000,1.712942,35.71,0.00,35.71,80.200000,14.800000,12.700000,0.198093,0.222923,0.222806,0.250864,0.268676,0.327899,2.563866,4.287537,3.439941,4.474666,2.311618,3.120199,31.280000,25.084000,3.016000,6.392000,28.264000,18.692000,33.616000,51.024000,18.076000,16.800000,14.642000,12.719000,32.720000,29.521000,0.245975,0.250186,0.357129,0.339260,0.359689,0.324984,6.341206,5.098243,6.407883,4.833424,3.076972,3.068676,23.138,24.186,4.914,6.103,18.224,18.083,36.316,45.562,18.346,17.875,11.598,11.569,29.942,29.444
6984,CWS,BOS,CWS,James Paxton,L,63,14,14,12,2,1,0,3,0.250071,0.281929,0.207143,-0.028169,1,4.887000,2.614826,21.43,0.00,21.43,72.400000,13.000000,13.250000,0.207200,0.214781,0.238218,0.255648,0.266580,0.288904,3.168409,3.378785,2.853591,3.608399,2.616579,2.664732,27.740000,29.732500,5.486000,7.595000,22.254000,22.137500,35.228000,49.248000,13.508000,15.566250,15.540000,14.013750,29.048000,29.580000,0.143147,0.216171,0.221830,0.325966,0.254499,0.342249,2.025000,3.541071,2.027000,2.724857,2.281235,2.435418,31.456,27.710,10.302,9.132,21.154,18.578,34.054,50.500,20.324,18.284,12.484,15.693,32.806,33.975
6985,DET,MIN,DET,Pablo Lopez,R,90,23,20,15,6,0,1,8,0.218348,0.207870,0.265217,-0.000167,3,0.537000,1.580014,34.78,4.35,30.43,82.600000,15.600000,15.900000,0.193047,0.200914,0.202710,0.231409,0.280317,0.319744,5.537225,5.171573,2.050874,3.877599,2.340230,2.571371,26.602000,27.517000,5.454000,6.717000,21.148000,20.800000,30.058000,51.512000,15.616000,15.241000,13.964000,15.022000,29.580000,30.264000,0.197710,0.210005,0.282625,0.309764,0.273311,0.321112,2.736593,4.743476,3.373286,4.058490,3.322867,3.823967,22.810,21.573,8.504,9.979,14.306,11.594,36.170,46.110,16.510,17.619,12.180,10.900,28.694,28.522
6986,HOU,HOU,LAD,Bobby Miller,R,58,16,12,6,7,1,3,1,0.299187,0.314812,0.637500,0.068777,5,13.137000,8.592651,6.25,18.75,-12.50,74.000000,12.600000,13.000000,0.208679,0.213008,0.227915,0.227696,0.332783,0.318986,7.615385,6.646154,5.213833,4.634360,4.248465,3.916805,21.780000,22.316667,11.052000,10.043333,10.728000,12.273333,38.976000,43.932000,13.934000,13.366667,11.006000,10.926667,24.938000,24.290000,0.150260,0.203130,0.218434,0.296990,0.170533,0.248201,3.857143,4.397899,2.841762,4.172154,3.432638,4.580923,12.934,11.952,3.200,4.461,9.734,7.491,29.940,46.928,21.376,19.836,4.728,9.652,26.104,29.487
6987,KC,KC,TB,Yonny Chirinos,R,78,22,19,13,7,1,1,2,0.312909,0.377591,0.447727,0.090519,4,6.598538,5.102885,9.09,4.55,4.54,69.400000,13.200000,13.200000,0.253538,0.253538,0.300909,0.300909,0.341509,0.341509,4.447757,4.447757,4.804350,4.804350,4.813098,4.813098,10.562000,10.562000,7.356000,7.356000,3.206000,3.206000,37.796000,39.030000,14.958000,14.958000,7.282000,7.282000,22.242000,22.242000,0.225153,0.220530,0.317220,0.293232,0.315487,0.255614,3.673565,3.036783,4.383739,3.465925,3.878247,3.821604,17.030,16.112,9.588,7.299,7.442,8.813,35.946,45.880,17.034,16.199,10.338,9.220,27.368,25.417
6988,LAA,LAA,COL,Chase Anderson,R,57,20,16,8,10,3,2,1,0.349750,0.460950,0.720000,0.227289,7,20.387000,7.717651,5.00,10.00,-5.00,69.400000,10.400000,10.100000,0.284322,0.250497,0.344562,0.326610,0.494075,0.427246,12.134790,14.774895,11.547373,11.332527,5.263350,8.334320,15.494000,13.012000,9.922000,11.530000,5.572000,1.482000,39.020000,40.844000,10.780000,12.926000,10.882000,8.661000,21.662000,21.587000,0.096691,0.143237,0.181998,0.239532,0.212125,0.266990,2.413636,5.600500,1.910485,3.203413,2.537676,3.697428,39.352,27.510,12.198,11.016,27.154,16.494,35.846,51.764,15.830,17.540,22.462,15.131,38.296,32.673
6989,LAD,HOU,LAD,Ronel Blanco,R,63,16,15,13,2,2,1,4,0.145187,0.204750,0.293750,0.013363,3,7.983154,3.487501,25.00,6.25,18.75,72.000000,12.750000,12.750000,0.239292,0.239292,0.317133,0.317133,0.368591,0.368591,5.521978,5.521978,7.265205,7.265205,3.559145,3.559145,25.852500,25.852500,11.535000,11.535000,14.317500,14.317500,38.930000,45.257500,11.925000,11.925000,17.175000,17.175000,29.102500,29.102500,0.191043,0.182450,0.282959,0.290435,0.284877,0.271419,2.849928,2.709964,4.635248,4.662553,3.091883,3.183663,23.972,25.261,6.632,9.168,17.340,16.093,34.874,47.624,17.752,15.306,13.828,14.266,31.580,29.572
6990,MIA,PIT,MIA,Osvaldo Bido,R,89,26,26,17,9,1,0,5,0.256923,0.274577,0.367308,0.007108,2,3.666412,2.752754,19.23,0.00,19.23,79.666667,13.666667,13.666667,0.234908,0.234908,0.237148,0.237148,0.316087,0.316087,3.858824,3.858824,2.135693,2.135693,2.207784,2.207784,28.630000,28.630000,4.443333,4.443333,24.186667,24.186667,31.853333,51.020000,21.806667,21.806667,10.223333,10.223333,32.030000,32.030000,0.201244,0.176247,0.294697,0.300252,0.394524,0.344438,9.900000,7.439610,6.814143,5.134013,1.880128,3.323969,34.880,30.421,5.000,10.741,29.880,19.680,34.260,51.792,9.652,13.069,18.458,14.702,28.110,27.772
6991,MIL,MIL,CLE,Tanner Bibee,R,99,23,19,15,3,0,4,7,0.130739,0.126435,0.278261,-0.017375,2,2.737000,3.258507,30.43,17.39,13.04,82.800000,12.800000,13.800000,0.219879,0.205620,0.260904,0.230440,0.359843,0.285374,6.463636,4.926818,5.618818,4.077313,4.252451,3.943157,19.296000,22.485000,11.990000,9.245000,7.306000,13.240000,39.652000,43.452000,18.520000,18.192000,8.548000,10.434000,27.066000,28.626000,0.213322,0.220973,0.292074,0.299896,0.281125,0.300183,3.474476,4.133407,3.180279,3.406111,2.841794,2.810199,26.038,25.363,6.700,7.052,19.338,18.311,33.876,47.558,16.082,16.619,14.422,13.315,30.506,29.935
6992,MIN,MIN,DET,Reese Olson,R,72,18,17,13,4,1,1,7,0.213722,0.284278,0.300000,-0.009109,1,3.598538,1.501147,38.89,5.56,33.33,77.333333,13.666667,13.666667,0.185870,0.185870,0.235624,0.235624,0.265686,0.265686,1.978022,1.978022,2.933703,2.933703,1.957885,1.957885,35.253333,35.253333,5.566667,5.566667,29.686667,29.686667,36.666667,49.536667,19.906667,19.906667,15.140000,15.140000,35.046667,35.046667,0.266770,0.249053,0.326220,0.302023,0.326716,0.337202,3.574286,6.617143,2.527476,2.312238,1.841930,1.978785,31.612,28.043,5.872,5.062,25.740,22.981,32.638,48.242,17.822,16.524,15.070,12.736,32.892,29.260
6993,NYM,NYM,PHI,Cristopher Sanchez,L,68,17,17,13,5,1,0,3,0.316765,0.379294,0.370588,0.049965,2,4.752385,2.654993,17.65,0.00,17.65,59.000000,12.000000,11.166667,0.214948,0.212275,0.265238,0.286349,0.269764,0.289955,2.983710,3.772140,3.934195,4.872757,3.366036,3.563847,20.920000,20.463333,7.746000,7.970000,13.174000,12.493333,35.464000,45.640000,21.542000,21.873333,6.938000,6.435000,28.482000,28.310000,0.249766,0.224123,0.300391,0.299432,0.415899,0.351347,9.810000,8.805000,3.757000,3.752238,3.475069,3.594521,18.552,20.084,4.204,7.060,14.348,13.024,36.346,40.052,13.048,15.789,14.140,12.730,27.190,28.520
6994,NYY,TEX,NYY,Jon Gray,R,75,18,17,14,3,1,1,4,0.246944,0.295778,0.250000,-0.030904,1,4.851286,2.624329,22.22,5.56,16.66,71.200000,14.800000,14.100000,0.198052,0.229156,0.207117,0.247496,0.243257,0.270947,4.542857,3.456264,3.155768,3.826457,2.825940,3.487616,30.340000,23.815000,6.682000,7.007000,23.658000,16.808000,32.304000,51.140000,12.188000,14.486000,17.334000,14.404000,29.522000,28.891000,0.127006,0.133604,0.166787,0.166954,0.216923,0.233176,0.675000,0.802174,0.062000,1.331022,0.062000,1.190762,50.896,37.862,6.538,4.737,44.358,33.125,33.218,55.598,15.624,16.540,24.524,18.831,40.148,35.369
6995,OAK,OAK,TOR,Jose Berrios,R,60,18,16,11,5,1,1,4,0.291778,0.356778,0.408333,0.033084,2,6.137000,3.302691,22.22,5.56,16.66,76.200000,14.800000,15.500000,0.255576,0.235417,0.286847,0.264622,0.321291,0.299503,4.031535,3.144738,4.551310,4.028629,3.833321,3.386357,15.280000,19.559000,4.754000,5.655000,10.526000,13.904000,34.656000,44.064000,20.996000,19.332000,9.790000,10.406000,30.786000,29.739000,0.185737,0.192201,0.248980,0.259333,0.232484,0.261054,2.584143,3.053694,2.571586,2.921634,2.622730,2.622278,29.214,27.872,5.040,5.207,24.174,22.665,33.052,49.494,17.824,17.495,14.738,14.022,32.562,31.517
6996,PHI,NYM,PHI,Max Scherzer,R,100,23,22,16,7,1,1,8,0.256087,0.303522,0.367391,0.028169,2,3.137000,1.921782,34.78,4.35,30.43,87.000000,16.200000,13.900000,0.230968,0.212665,0.269528,0.249057,0.328178,0.305277,5.625000,4.621324,4.082833,4.317564,2.657526,3.356175,29.064000,26.549000,2.540000,5.973000,26.524000,20.576000,33.102000,49.688000,14.674000,13.998000,16.112000,14.679000,30.788000,28.677000,0.226999,0.220940,0.315462,0.325921,0.238386,0.311908,2.325000,5.495357,4.899500,6.361107,3.916304,3.968295,21.462,21.534,10.848,11.286,10.614,10.248,35.322,44.938,15.494,18.468,13.536,11.711,29.030,30.179
6997,PIT,PIT,MIA,Bryan Hoeing,R,24,6,3,3,0,0,3,1,0.133333,0.126667,0.350000,-0.059674,0,10.137000,10.137000,16.67,50.00,-33.33,56.600000,9.400000,9.400000,0.244605,0.244605,0.285903,0.285903,0.380486,0.380486,6.540000,6.540000,5.883667,5.883667,5.036895,5.036895,16.674000,16.674000,14.438000,14.438000,2.236000,2.236000,39.792000,42.182000,18.658000,18.658000,9.016000,9.016000,27.674000,27.674000,0.206373,0.207969,0.277329,0.315553,0.210878,0.301724,2.430000,4.598929,3.667000,4.529579,3.456877,4.169863,21.956,19.791,8.454,10.636,13.502,9.155,33.572,47.288,19.758,18.203,11.400,10.517,31.158,28.722
