"",BatterTeam,RoadTeam,HomeTeam,SP,p_throws,Pitches,AB,PA,Outs,Hits,HR,BB,K,xBA,xwOBA,wOBA,RunExp,RA,FIP,xFIP,K%,BB%,K-BB%,Pitches5,Outs5,Outs10,xBA5,xBA10,xwOBA5,xwOBA10,wOBA5,wOBA10,RA5,RA10,FIP5,FIP10,xFIP5,xFIP10,K%5,K%10,BB%5,BB%10,K-BB%5,K-BB%10,Ball%5,Strike%5,CS%5,CS%10,Whiff%5,Whiff%10,CSW%5,CSW%10,bxBA5,bxBA10,bxwOBA5,bxwOBA10,bwOBA5,bwOBA10,bRS5,bRS10,bFIP5,bFIP10,bxFIP5,bxFIP10,bK%5,bK%10,bBB%5,bBB%10,bK-BB%5,bK-BB%10,bBall%5,bStrike%5,bCS%5,bCS%10,bWhiff%5,bWhiff%10,bCSW%5,bCSW%10
2013,WSH,WSH,BAL,Tyler Wells,R,94,22,17,14,3,0,4,4,0.156455,0.307363,0.290909,0.000441,0,3.994143,5.111658,18.18,18.18,0.00,82.800000,15.800000,15.200000,0.197346,0.211817,0.304699,0.282020,0.273484,0.273912,2.181818,3.095844,5.111459,4.265398,4.562018,3.944482,13.622000,14.559000,9.880000,6.051000,3.742,8.508000,32.410000,48.024,15.930000,15.583000,8.722000,11.231000,24.654000,26.815000,0.249553,0.228618,0.347624,0.324859,0.338028,0.342377,5.775000,5.836951,5.020333,5.166121,4.093187,3.639681,22.024,24.098,8.178,7.540,13.846,16.558,35.118,47.940,18.304,19.609,12.324,12.778,30.630,32.388
2014,ATL,SF,ATL,Alex Wood,L,42,11,7,3,4,1,2,1,0.206727,0.550810,0.681818,0.244282,5,26.137000,15.744535,9.09,18.18,-9.09,81.40,14.60,14.400000,0.206274,0.223761,0.313179,0.309664,0.336795,0.338810,11.579937,8.256824,7.541727,5.207227,5.453006,4.057348,17.6520,21.323000,8.190,7.415000,9.4620,13.908000,34.9060,47.7900,18.0820,17.821000,10.9780,11.662000,29.0600,29.483000,0.244480,0.249228,0.364107,0.350975,0.363483,0.391950,6.492857,3.516429,3.647714,3.062357,4.776870,4.136534,14.212,15.689,11.276,6.638,2.936,9.051,39.666,40.936,17.744,16.841,9.642,9.538,27.386,26.379
2015,BAL,BAL,CWS,Johnny Cueto,R,104,23,22,15,7,1,1,7,0.297696,0.383902,0.413043,0.027173,2,3.537000,2.501521,30.43,4.35,26.08,93.80,18.40,18.333333,0.233573,0.215874,0.302260,0.286792,0.306707,0.283763,4.170000,3.475000,3.996048,3.630651,3.590946,3.437929,20.0320,22.248333,4.730,5.528333,15.3020,16.720000,34.8200,45.0420,13.3440,14.618333,9.6500,9.688333,22.9940,24.305000,0.177757,0.203779,0.314675,0.324286,0.287098,0.300840,4.986573,4.623287,4.941099,4.602044,4.154151,3.654382,23.356,23.898,12.234,10.224,11.122,13.674,36.918,47.580,17.254,17.281,13.254,11.757,30.510,29.040
2016,CHC,CHC,PIT,Jose Quintana,L,83,23,21,17,6,0,1,6,0.203174,0.225554,0.280435,0.016451,2,1.548765,2.238994,26.09,4.35,21.74,85.60,14.20,15.200000,0.274754,0.249981,0.357422,0.327838,0.388284,0.332802,6.078563,4.524282,4.445891,3.489779,2.816154,3.099256,21.7580,20.296000,5.632,6.285000,16.1260,14.011000,35.6660,46.3600,12.8120,13.815000,14.3420,12.845000,27.1600,26.665000,0.209307,0.195362,0.283736,0.270689,0.293877,0.260942,3.150000,2.855285,3.873111,3.584182,3.906337,3.754785,15.300,17.431,4.588,7.307,10.712,10.124,34.596,45.722,19.296,17.816,10.444,11.308,29.740,29.124
2017,CIN,LAD,CIN,Clayton Kershaw,L,74,23,22,15,7,0,1,6,0.199087,0.226076,0.334783,0.032788,1,1.337000,2.901521,26.09,4.35,21.74,77.20,15.00,15.857143,0.209566,0.192411,0.253892,0.236202,0.280081,0.256520,2.280000,2.142857,2.740333,2.665912,2.911707,2.274288,22.6540,29.785714,5.758,4.112857,16.8960,25.672857,34.6100,45.0600,18.4400,17.462857,11.6420,13.692857,30.0820,31.157143,0.154585,0.197253,0.218598,0.299090,0.259994,0.354264,1.472727,3.443495,1.988604,3.444421,1.538872,2.339643,34.478,24.916,6.864,10.932,27.614,13.984,37.716,49.188,19.638,17.995,10.530,10.697,30.166,28.690
2018,CLE,CLE,MIN,Devin Smeltzer,L,92,21,21,18,3,0,0,3,0.217857,0.221952,0.145238,-0.034676,0,2.137000,3.006178,14.29,0.00,14.29,82.20,16.20,15.857143,0.221849,0.209996,0.329245,0.306422,0.313509,0.299537,3.342857,2.902041,6.793391,5.891565,4.603598,4.588181,13.0260,10.808571,7.692,7.712857,5.3340,3.095714,35.3180,44.3380,18.7180,18.655714,8.2740,7.988571,26.9940,26.644286,0.199755,0.177942,0.240844,0.236060,0.229672,0.272512,1.440000,3.525000,1.632803,3.064068,2.502533,2.411078,28.306,28.330,4.494,5.749,23.812,22.581,32.970,50.644,18.732,14.725,10.344,11.921,29.076,26.645
2019,COL,COL,MIA,Braxton Garrett,L,94,24,23,14,9,0,1,7,0.198333,0.233448,0.425000,0.027013,2,0.779857,2.176751,29.17,4.17,25.00,79.50,12.75,12.750000,0.240035,0.240035,0.315710,0.315710,0.371272,0.371272,3.073661,3.073661,3.490423,3.490423,3.896324,3.896324,18.7500,18.750000,6.280,6.280000,12.4700,12.470000,32.0525,49.1950,17.8575,17.857500,12.4250,12.425000,30.2825,30.282500,0.203913,0.186348,0.288780,0.256663,0.293793,0.331803,12.046154,10.613077,2.471066,6.374033,2.186262,3.017239,31.566,27.033,10.444,5.222,21.122,21.811,39.550,44.528,15.916,15.841,14.476,12.411,30.392,28.253
2020,CWS,BAL,CWS,Dean Kremer,R,93,24,22,16,7,0,1,4,0.253000,0.383248,0.364583,-0.014578,0,2.762000,4.473195,16.67,4.17,12.50,80.50,15.25,15.250000,0.247816,0.247816,0.327025,0.327025,0.302991,0.302991,1.979567,1.979567,3.385798,3.385798,4.050824,4.050824,16.3400,16.340000,5.820,5.820000,10.5200,10.520000,34.0075,45.3575,15.9675,15.967500,11.5950,11.595000,27.5675,27.567500,0.147855,0.177887,0.200007,0.267985,0.211539,0.253645,0.432692,1.372946,2.346890,3.554517,2.706654,3.330271,25.384,22.707,6.988,9.279,18.396,13.428,37.636,44.310,19.738,18.522,11.030,10.133,30.770,28.654
2021,HOU,HOU,NYY,Jameson Taillon,R,90,28,27,17,10,2,0,3,0.351786,0.420186,0.462500,0.072510,6,7.195824,3.988048,10.71,0.00,10.71,90.60,16.80,15.900000,0.272329,0.244726,0.320009,0.297715,0.349245,0.350491,4.785882,3.874768,4.074954,3.698221,2.800044,2.971167,20.6880,19.037000,3.638,3.146000,17.0500,15.891000,32.1600,47.5260,17.7560,16.089000,9.9100,10.643000,27.6660,26.733000,0.305667,0.255238,0.462587,0.390912,0.180833,0.260309,2.700000,3.600000,2.637000,3.499500,4.592651,4.629732,20.000,18.163,5.000,9.509,15.000,8.654,33.236,49.570,23.214,19.177,9.666,9.763,32.882,28.940
2022,LAD,LAD,CIN,Hunter Greene,R,98,23,20,14,9,3,2,3,0.348304,0.527021,0.571739,0.077907,6,11.494143,4.813272,13.04,8.70,4.34,91.20,15.20,15.500000,0.181934,0.191538,0.268669,0.316963,0.309873,0.361177,5.717922,6.777711,4.135701,6.640858,2.788318,3.122772,31.4000,30.322000,5.644,8.530000,25.7560,21.792000,36.8760,49.3360,14.3460,14.755000,15.1100,14.518000,29.4560,29.272000,0.208019,0.215104,0.240909,0.262314,0.240726,0.276338,3.556395,5.001249,1.894277,2.229618,2.715555,2.606522,24.134,24.786,2.634,3.384,21.500,21.402,32.976,47.744,16.414,16.245,12.856,14.221,29.272,30.467
2023,MIA,COL,MIA,Kyle Freeland,L,107,29,25,21,7,0,0,5,0.292034,0.365980,0.301724,-0.033910,2,2.565571,3.496834,17.24,0.00,17.24,93.80,18.60,17.600000,0.255398,0.250676,0.363104,0.346684,0.315806,0.342158,3.485973,4.560844,4.454001,4.186222,4.629240,4.102878,13.6360,16.493000,6.384,6.352000,7.2520,10.141000,36.4560,41.0140,14.7840,15.213000,8.1860,9.534000,22.9680,24.748000,0.185045,0.196884,0.258413,0.334090,0.224720,0.323887,4.575000,13.256250,4.002476,8.104262,2.844356,4.257296,22.776,23.800,6.718,10.888,16.058,12.912,31.074,50.574,28.942,22.174,8.132,12.377,37.076,34.552
2024,MIL,STL,MIL,Dakota Hudson,R,88,21,18,12,7,2,3,2,0.288238,0.442202,0.521429,0.017815,5,10.887000,5.364826,9.52,14.29,-4.77,94.80,18.00,16.400000,0.215088,0.248155,0.298040,0.341515,0.314926,0.341441,5.027143,3.932143,4.847000,5.014784,4.293872,4.607703,13.2000,10.533000,10.190,11.480000,3.0100,-0.947000,40.2960,40.1500,16.8700,14.841000,7.6580,6.795000,24.5280,21.637000,0.216360,0.213335,0.324018,0.301710,0.346557,0.327705,3.818470,3.735372,5.821200,4.137181,3.870859,3.409234,20.384,23.120,10.948,8.586,9.436,14.534,39.740,42.570,16.362,17.086,9.668,10.519,26.030,27.607
2025,MIN,CLE,MIN,Zach Plesac,R,100,23,20,18,3,1,2,6,0.151652,0.256760,0.226087,-0.041037,1,4.303667,3.875356,26.09,8.70,17.39,92.40,17.80,16.800000,0.268581,0.274448,0.359999,0.372870,0.281910,0.336160,2.117647,5.145923,4.037000,4.641503,3.382544,3.838298,18.8600,16.344000,3.340,4.986000,15.5200,11.358000,32.6560,46.9400,14.1720,14.078000,10.3000,9.780000,24.4720,23.858000,0.195949,0.201161,0.319768,0.336833,0.309514,0.319382,4.982297,6.732398,4.525676,5.555088,3.620984,3.951064,28.578,26.812,10.318,10.409,18.260,16.403,35.000,49.952,12.596,16.314,16.418,11.709,29.014,28.022
2026,NYY,HOU,NYY,Framber Valdez,L,101,23,20,18,2,1,3,7,0.132739,0.253749,0.217391,-0.000638,3,4.470333,3.172845,30.43,13.04,17.39,97.00,19.60,19.800000,0.182222,0.209922,0.275806,0.281211,0.259530,0.272177,3.852941,3.175795,3.757261,3.495621,2.885959,2.847625,24.9620,21.307000,9.330,7.279000,15.6320,14.028000,34.7580,48.0000,18.7580,17.667000,10.7560,9.948000,29.5160,27.617000,0.221067,0.240011,0.308101,0.344304,0.326200,0.356960,5.410227,6.457361,4.058212,4.226427,3.064331,3.946804,25.664,19.741,9.046,11.443,16.618,8.298,36.158,47.250,19.402,16.684,9.244,8.661,28.648,25.346
2027,OAK,SEA,OAK,Robbie Ray,L,94,24,20,18,4,0,2,6,0.199875,0.337988,0.252083,-0.028239,1,2.637000,3.940767,25.00,8.33,16.67,95.20,17.20,17.700000,0.173431,0.187606,0.280955,0.287495,0.320102,0.316192,3.880220,4.597757,4.979857,4.447448,3.875028,3.055800,23.5100,28.682000,8.244,7.727000,15.2660,20.955000,37.8620,45.0920,12.1500,10.768000,13.6680,17.588000,25.8140,28.354000,0.232569,0.206678,0.372860,0.349796,0.382429,0.354305,25.413986,16.062707,7.853084,7.634566,7.427455,7.376207,9.450,7.086,17.628,18.467,-8.178,-11.381,35.040,46.106,14.390,13.668,8.742,9.368,23.132,23.034
2028,PHI,PHI,SD,Joe Musgrove,R,88,25,23,18,7,2,1,1,0.354880,0.431670,0.382000,0.024326,6,7.637000,3.955550,4.00,4.00,0.00,102.60,20.00,19.300000,0.215721,0.206516,0.283654,0.271648,0.259443,0.271825,2.598496,2.962576,3.393892,3.227825,2.580338,2.927722,23.9440,22.767000,6.886,6.628000,17.0580,16.139000,32.6900,49.6140,21.9980,20.032000,11.1500,12.068000,33.1500,32.099000,0.241609,0.226843,0.353731,0.325657,0.364405,0.349781,6.837692,5.912596,6.454949,5.401530,5.244930,4.626981,14.008,16.204,8.646,7.388,5.362,8.816,36.332,42.904,14.960,16.745,10.024,10.303,24.984,27.049
2029,PIT,CHC,PIT,Justin Steele,L,100,26,24,17,7,2,0,8,0.316923,0.372731,0.409615,0.029614,6,4.901706,1.233777,30.77,0.00,30.77,92.60,17.60,14.700000,0.236458,0.226964,0.307699,0.299715,0.313810,0.329297,4.503025,6.492422,4.168513,3.762756,3.408496,3.065406,17.2480,23.207000,8.432,9.321000,8.8160,13.886000,32.0880,46.8500,15.5400,17.023000,9.8540,10.553000,25.3940,27.577000,0.234925,0.262961,0.273694,0.302938,0.390100,0.431889,16.903361,16.157931,5.080193,4.372486,5.911771,4.538893,22.884,16.573,6.666,5.357,16.218,11.216,37.314,43.232,13.392,14.004,16.822,12.437,30.214,26.440
2030,SD,PHI,SD,Ranger Suarez,L,94,30,25,22,7,1,2,3,0.240700,0.315216,0.305000,-0.030291,1,4.909727,4.025932,10.00,6.67,3.33,90.20,16.40,16.100000,0.201301,0.218349,0.290550,0.304909,0.362866,0.349684,3.999740,4.340626,4.175831,4.230505,3.995368,3.641305,16.7380,19.224000,10.886,9.196000,5.8520,10.028000,37.9980,42.6060,17.0180,17.165000,7.3100,8.760000,24.3320,25.927000,0.215698,0.204205,0.290750,0.278800,0.306136,0.272646,4.928910,3.216904,4.725862,3.692235,3.548829,3.045117,18.298,23.634,4.568,5.409,13.730,18.225,34.144,45.190,14.264,15.462,12.198,13.638,26.462,29.100
2031,SEA,SEA,OAK,Frankie Montas,R,102,28,26,24,2,0,2,8,0.156714,0.209839,0.114286,-0.048183,0,1.887000,2.864826,28.57,7.14,21.43,99.40,19.60,18.200000,0.248162,0.219687,0.312122,0.278239,0.324296,0.280949,4.822838,3.266306,3.532802,2.775477,2.991881,2.322928,19.3880,25.838000,5.160,4.777000,14.2280,21.061000,35.0540,44.4540,12.9980,11.785000,12.9460,14.903000,25.9400,26.686000,0.201103,0.155649,0.316388,0.267147,0.285163,0.240635,1.414286,4.092857,4.565571,4.481762,3.805165,4.036260,20.858,22.763,15.344,13.962,5.514,8.801,40.362,43.108,12.452,13.986,13.906,15.256,26.360,29.245
2032,SF,SF,ATL,Kyle Wright,R,91,25,21,16,10,1,1,4,0.284720,0.387887,0.502000,0.125521,4,5.762000,4.302326,16.00,4.00,12.00,92.00,18.60,18.100000,0.215377,0.212605,0.282558,0.302845,0.322593,0.294401,4.200000,3.662143,3.115922,3.390032,2.854641,3.026086,23.9000,25.054000,6.634,9.174000,17.2660,15.880000,33.9000,46.6240,18.6440,18.087000,12.2460,12.919000,30.8900,31.006000,0.178792,0.188114,0.271621,0.290870,0.295996,0.283997,7.746000,5.599316,2.924667,4.185512,2.224794,3.047138,41.798,30.415,8.344,9.098,33.454,21.317,35.462,52.144,14.880,14.714,19.112,16.628,33.992,31.344
2033,STL,STL,MIL,Jason Alexander,R,88,24,20,17,6,1,2,5,0.235792,0.370529,0.402083,-0.013302,4,5.254647,4.110912,20.83,8.33,12.50,85.20,16.40,16.400000,0.275243,0.275243,0.363966,0.363966,0.370258,0.370258,3.808914,3.808914,4.066005,4.066005,4.702523,4.702523,9.7420,9.742000,8.926,8.926000,0.8160,0.816000,38.4080,37.9640,19.6920,19.692000,5.9400,5.940000,25.6340,25.634000,0.211279,0.208130,0.282443,0.276179,0.275954,0.263739,2.459627,3.366064,3.186068,3.383479,3.166519,2.890239,22.850,23.851,7.654,5.336,15.196,18.515,33.230,48.558,16.596,15.109,13.574,13.900,30.174,29.012
2034,ATL,LAD,ATL,Julio Urias,L,94,23,20,18,3,0,2,8,0.164304,0.227413,0.232609,-0.015163,1,1.470333,2.122217,34.78,8.70,26.08,89.80,17.60,17.000000,0.171523,0.204034,0.249432,0.271290,0.263669,0.288270,2.737500,3.055147,3.762000,4.010652,2.524425,2.776582,31.2600,24.615000,6.948,4.778000,24.3120,19.837000,30.4920,53.6900,16.2420,16.283000,18.9020,14.969000,35.1420,31.253000,0.237677,0.225945,0.318694,0.294065,0.309617,0.280525,8.934783,5.669249,3.312362,3.303525,3.898113,3.542100,18.508,15.660,11.790,9.116,6.718,6.544,37.934,42.260,17.514,15.799,11.314,10.494,28.828,26.294
2035,AZ,DET,AZ,Rony Garcia,R,71,19,15,14,3,0,2,3,0.200158,0.302616,0.252632,-0.042289,1,3.779857,5.176751,15.79,10.53,5.26,75.20,13.60,13.600000,0.277843,0.277843,0.401802,0.401802,0.326513,0.326513,4.800458,4.800458,5.332225,5.332225,3.727412,3.727412,21.5840,21.584000,7.732,7.732000,13.8520,13.852000,38.2840,44.3740,17.8460,17.846000,9.8580,9.858000,27.7040,27.704000,0.186171,0.211455,0.253932,0.281984,0.268782,0.282953,1.428571,3.091275,2.080016,3.378524,2.588278,3.288099,26.366,20.903,6.620,6.151,19.746,14.752,34.402,48.438,16.448,16.320,13.688,12.696,30.140,29.017
2036,BAL,BAL,CWS,Michael Kopech,R,91,25,20,18,3,0,4,2,0.161400,0.338128,0.262000,-0.029885,2,4.970333,6.274101,8.00,16.00,-8.00,72.40,12.40,14.600000,0.228352,0.195641,0.350400,0.312669,0.265242,0.236944,5.040000,3.480000,5.910333,4.424619,4.501610,4.383937,17.2880,19.633000,9.280,11.011000,8.0080,8.622000,43.5020,39.6580,18.2520,17.908000,8.3320,9.673000,26.5860,27.582000,0.170505,0.123602,0.334406,0.238959,0.316667,0.238045,6.300000,4.178571,5.277000,3.460571,5.203295,3.392201,32.950,40.441,17.974,13.290,14.976,27.151,42.756,44.618,13.580,14.132,15.928,20.919,29.508,35.050
2037,BOS,BOS,CLE,Cal Quantrill,R,89,21,18,14,5,1,2,4,0.312571,0.447748,0.383333,-0.023761,2,6.137000,4.468801,19.05,9.52,9.53,92.80,16.60,17.600000,0.235706,0.241283,0.338273,0.335366,0.352754,0.327396,4.071429,4.091922,4.490333,4.302630,4.142073,4.072021,16.5180,16.704000,7.490,8.145000,9.0280,8.559000,35.5800,45.0600,14.5960,16.483000,9.3440,8.134000,23.9420,24.617000,0.177615,0.214345,0.260918,0.334320,0.230415,0.310963,2.223000,6.731500,3.304000,5.238480,2.926291,3.614987,28.948,25.892,6.494,6.712,22.454,19.180,36.412,48.682,17.624,16.876,13.490,14.260,31.112,31.134
2038,CHC,CHC,STL,Andre Pallante,R,90,27,24,18,7,1,3,2,0.256000,0.338972,0.364815,0.003075,3,6.137000,4.622217,7.41,11.11,-3.70,76.75,15.75,15.750000,0.233392,0.233392,0.332781,0.332781,0.313796,0.313796,2.481618,2.481618,4.778544,4.778544,4.226556,4.226556,13.9375,13.937500,11.850,11.850000,2.0875,2.087500,38.7150,40.3475,15.6325,15.632500,9.4475,9.447500,25.0800,25.080000,0.142457,0.153794,0.200565,0.212734,0.247134,0.277923,2.855639,4.942105,4.766774,4.811411,2.139519,2.035144,34.828,38.096,6.400,6.836,28.428,31.260,35.116,49.042,15.690,19.080,13.598,12.603,29.288,31.683
2039,CIN,CIN,SF,Alex Cobb,R,80,20,17,13,4,0,1,4,0.173200,0.268348,0.410000,0.033777,3,2.675462,3.277200,20.00,5.00,15.00,79.8,14.8,13.666667,0.217219,0.177389,0.283078,0.255702,0.397859,0.375665,7.268654,8.838141,4.321359,4.358866,2.627465,3.471164,22.490,25.797778,5.658,9.230000,16.832,16.567778,33.108,47.702,20.584,18.828889,9.300,11.664444,29.888,30.493333,0.238372,0.218624,0.334907,0.292663,0.389223,0.321511,7.980500,4.783033,5.844968,4.261984,3.039019,3.050073,24.734,25.640,8.532,6.768,16.202,18.872,34.868,47.238,19.150,17.742,13.566,12.802,32.718,30.547
2040,CLE,BOS,CLE,Nick Pivetta,R,98,29,29,20,9,1,0,4,0.316207,0.327241,0.317241,-0.001639,2,3.887000,2.914826,13.79,0.00,13.79,98.2,20.0,20.200000,0.207392,0.197360,0.286118,0.272836,0.253581,0.238864,1.793571,1.725357,2.983429,2.872119,2.921927,2.954166,26.920,25.152000,6.738,5.769000,20.182,19.383000,34.140,47.828,18.558,18.191000,9.830,10.224000,28.390,28.417000,0.229401,0.197154,0.298099,0.262943,0.386647,0.338724,5.587013,3.726072,4.570247,4.052176,2.597602,2.460403,28.120,28.447,3.846,4.542,24.274,23.905,31.554,49.068,16.362,14.752,15.112,15.567,31.468,30.317
2041,COL,COL,MIN,Dylan Bundy,R,60,23,20,18,4,0,2,2,0.223739,0.322891,0.232609,-0.075475,1,3.470333,5.208690,8.70,8.70,0.00,79.0,15.8,14.800000,0.265984,0.234483,0.355965,0.319034,0.379437,0.367632,8.153571,7.397641,6.679857,5.845755,4.313515,3.837288,12.346,17.082000,4.028,5.608000,8.318,11.474000,32.822,42.836,17.164,17.582000,10.670,10.932000,27.832,28.513000,0.218345,0.196463,0.296186,0.294769,0.334835,0.300231,9.392143,6.506299,3.805571,5.799695,4.142343,3.873164,22.062,22.425,8.550,8.408,13.512,14.017,32.128,49.462,14.634,13.650,14.828,14.815,29.460,28.464
2042,CWS,BAL,CWS,Austin Voth,R,47,12,10,9,1,0,2,3,0.210000,0.326791,0.220833,-0.034739,1,3.137000,3.571589,25.00,16.67,8.33,44.0,8.0,8.000000,0.229136,0.229136,0.323020,0.323020,0.280871,0.280871,1.500000,1.500000,2.065571,2.065571,2.841623,2.841623,30.680,30.680000,12.880,12.880000,17.800,17.800000,41.850,43.385,15.075,15.075000,18.110,18.110000,33.190,33.190000,0.260346,0.251791,0.375176,0.368486,0.384789,0.377587,5.730000,6.093000,5.462000,4.985000,4.559588,4.155422,12.776,17.197,6.376,7.888,6.400,9.309,35.728,41.826,14.880,14.376,8.774,10.310,23.654,24.686
2043,DET,DET,AZ,Merrill Kelly,R,99,26,22,18,7,1,1,5,0.226308,0.301644,0.311538,0.022427,4,4.137000,3.056806,19.23,3.85,15.38,93.6,17.4,17.600000,0.211341,0.207021,0.296008,0.289587,0.278168,0.292612,4.301786,3.956036,3.698310,3.754798,3.884126,4.007263,18.514,18.072000,8.772,8.057000,9.742,10.015000,34.524,46.476,17.076,16.091000,11.982,10.753000,29.054,26.843000,0.249813,0.226025,0.316738,0.297255,0.341857,0.287625,9.039130,5.896036,8.100043,5.124404,4.380568,3.640458,9.666,20.132,5.358,2.679,4.308,17.453,33.440,40.864,20.210,19.095,5.076,10.108,25.288,29.203
2044,HOU,HOU,NYY,Luis Severino,R,95,25,23,18,5,1,2,7,0.177080,0.255940,0.308000,0.060729,3,3.970333,2.455550,28.00,8.00,20.00,96.4,17.8,17.500000,0.150077,0.166078,0.231556,0.241557,0.255386,0.279526,2.885921,3.305355,4.123216,4.060780,2.199733,2.684375,36.100,30.368000,8.680,7.579000,27.420,22.789000,35.784,51.274,15.060,14.978000,16.600,15.434000,31.662,30.413000,0.172935,0.197712,0.269856,0.298277,0.302121,0.308445,4.765850,5.129904,3.556052,3.800940,2.647561,2.878459,30.252,27.188,9.426,9.217,20.826,17.971,37.366,47.910,16.760,16.727,13.108,12.170,29.868,28.896
2045,KC,OAK,KC,Cole Irvin,L,66,24,22,15,7,2,2,4,0.277708,0.413979,0.456250,0.061019,3,7.937000,4.301521,16.67,8.33,8.34,83.4,16.8,17.000000,0.258127,0.236954,0.353057,0.324706,0.336607,0.309905,3.660882,2.870967,4.573587,3.789328,3.641036,3.650505,16.690,17.096000,5.736,6.375000,10.954,10.721000,33.356,44.156,15.442,15.303000,10.432,10.193000,25.874,25.500000,0.222774,0.222732,0.273942,0.316002,0.240921,0.295541,2.646692,5.150754,2.781923,4.014028,3.028890,3.841908,23.816,20.862,5.964,9.226,17.852,11.636,32.292,50.220,18.830,17.491,13.418,11.983,32.248,29.474
2046,LAA,SEA,LAA,Chris Flexen,R,84,20,18,15,5,1,2,3,0.282250,0.412374,0.385000,0.087567,2,5.737000,4.440767,15.00,10.00,5.00,88.8,16.0,15.900000,0.245956,0.247073,0.340517,0.358587,0.332556,0.360481,3.763421,4.282782,3.904895,5.343983,4.474018,4.439059,15.542,16.533000,8.464,9.042000,7.078,7.491000,39.408,40.234,13.548,13.858000,10.366,9.769000,23.916,23.630000,0.304206,0.243241,0.424904,0.311848,0.558864,0.360861,24.320769,13.388885,14.285326,7.338163,4.347712,2.626198,15.338,30.335,5.568,3.926,9.770,26.409,36.364,41.120,16.740,14.937,7.000,13.146,23.740,28.082
2047,LAD,LAD,ATL,Ian Anderson,R,88,22,17,12,6,1,4,6,0.235273,0.371817,0.438636,0.036926,3,6.387000,4.440767,27.27,18.18,9.09,92.8,15.4,16.000000,0.213351,0.226320,0.311152,0.321846,0.360473,0.345549,4.467112,4.204071,4.245026,4.373807,3.862817,3.929688,23.944,19.920000,11.452,10.804000,12.492,9.116000,39.770,44.062,12.800,14.069000,14.468,13.245000,27.268,27.314000,0.255155,0.233084,0.321002,0.293314,0.338627,0.296954,7.787916,5.840697,4.150978,3.432626,3.435302,2.989239,17.722,21.692,5.692,5.714,12.030,15.978,33.468,45.756,16.814,16.716,11.566,13.795,28.382,30.512
2048,MIA,NYM,MIA,Taijuan Walker,R,99,26,24,17,8,0,2,5,0.275000,0.325403,0.330769,0.000249,2,2.431118,2.431118,19.23,7.69,11.54,98.0,17.8,17.300000,0.229254,0.236614,0.284901,0.303698,0.271959,0.300205,3.058235,3.882964,2.277196,3.322538,2.587521,3.454008,25.110,18.219000,5.650,6.573000,19.460,11.646000,33.886,48.562,16.706,15.251000,12.886,11.275000,29.588,26.524000,0.197572,0.185548,0.241529,0.252329,0.323451,0.314853,2.655000,4.606071,2.192000,4.028786,1.927176,2.733766,28.216,24.830,6.666,7.509,21.550,17.321,40.170,45.836,16.556,16.808,10.964,10.871,27.520,27.680
2049,MIL,TOR,MIL,Alek Manoah,R,106,27,23,20,5,1,3,6,0.204407,0.291416,0.318519,-0.023262,2,4.637000,3.664826,22.22,11.11,11.11,95.6,18.8,18.600000,0.174470,0.210845,0.237870,0.263574,0.269058,0.280966,2.359565,2.692313,2.855372,3.041518,3.486170,2.980514,21.622,21.949000,7.056,4.459000,14.566,17.490000,35.796,45.892,21.028,18.354000,8.206,11.443000,29.232,29.795000,0.217900,0.191667,0.280865,0.240911,0.317244,0.296987,4.066531,3.658576,3.213802,3.045503,3.040520,2.856218,21.224,20.458,6.492,4.627,14.732,15.831,36.120,45.488,15.812,17.014,13.722,13.288,29.536,30.301
2050,MIN,COL,MIN,German Marquez,R,101,29,22,23,3,0,5,2,0.135483,0.261990,0.225862,-0.062646,0,4.571783,5.252009,6.90,17.24,-10.34,90.2,17.8,17.100000,0.232069,0.223369,0.346309,0.327806,0.357906,0.372361,5.422500,6.217500,5.798957,5.120478,3.824762,3.637578,19.946,20.550000,10.782,9.577000,9.164,10.973000,37.098,43.104,18.878,15.710000,9.742,10.870000,28.620,26.579000,0.164916,0.165616,0.226284,0.259325,0.274458,0.236432,8.871429,6.400714,1.275462,3.399564,1.943105,3.587509,30.234,20.969,4.846,9.978,25.388,10.991,28.734,51.788,19.328,15.105,14.886,12.428,34.214,27.533
